位置序号,36×36行,36×36列,IP组,序号,组,引脚编号,连接器
596,16,19,114,6,三组,147,7-6-13
595,16,18,114,7,三组,148,7-6-15
631,17,18,114,8,三组,149,7-6-17
594,16,17,114,9,三组,150,7-6-19
593,16,16,114,10,三组,166,7-7-1
629,17,16,114,11,三组,167,7-7-3
630,17,17,114,12,三组,168,7-7-5
665,18,16,114,13,三组,169,7-7-7
845,23,16,114,14,三组,170,7-7-9
846,23,17,114,15,三组,171,7-7-11
810,22,17,114,16,三组,172,7-7-13
847,23,18,114,17,三组,173,7-7-15
848,23,19,114,18,三组,174,7-7-17
812,22,19,114,19,三组,175,7-7-19
811,22,18,114,20,三组,176,7-8-1
776,21,19,114,21,三组,177,7-8-3
740,20,19,114,22,三组,178,7-8-5
739,20,18,114,23,三组,179,7-8-7
775,21,18,114,24,三组,180,7-8-9
738,20,17,114,25,三组,181,7-8-11
737,20,16,114,26,三组,182,7-8-13
773,21,16,114,27,三组,183,7-8-15
774,21,17,114,28,三组,184,7-8-17
809,22,16,114,29,三组,185,7-8-19
989,27,16,114,30,三组,186,7-9-1
990,27,17,114,31,三组,187,7-9-3
954,26,17,114,32,三组,188,7-9-5
991,27,18,114,33,三组,189,7-9-7
992,27,19,114,34,三组,190,7-9-9
956,26,19,114,35,三组,191,7-9-11
955,26,18,114,36,三组,192,7-9-13
920,25,19,114,37,三组,193,7-9-15
884,24,19,114,38,三组,194,7-9-17
883,24,18,114,39,三组,195,7-9-19
919,25,18,114,40,三组,196,7-10-1
882,24,17,114,41,三组,197,7-10-3
881,24,16,114,42,三组,198,7-10-5
917,25,16,114,43,三组,199,7-10-7
918,25,17,114,44,三组,200,7-10-9
953,26,16,114,45,三组,201,7-10-11
1133,31,16,114,46,三组,202,7-10-13
1134,31,17,114,47,三组,203,7-10-15
1098,30,17,114,48,三组,204,7-10-17
1135,31,18,114,49,三组,205,7-10-19
1136,31,19,115,0,三组,222,8-1-1
1100,30,19,115,1,三组,223,8-1-3
1099,30,18,115,2,三组,224,8-1-5
1064,29,19,115,3,三组,225,8-1-7
1028,28,19,115,4,三组,226,8-1-9
1027,28,18,115,5,三组,227,8-1-11
1063,29,18,115,6,三组,228,8-1-13
1026,28,17,115,7,三组,229,8-1-15
1025,28,16,115,8,三组,230,8-1-17
1061,29,16,115,9,三组,231,8-1-19
1062,29,17,115,10,三组,232,8-2-1
1097,30,16,115,11,三组,233,8-2-3
1277,35,16,115,12,三组,234,8-2-5
1278,35,17,115,13,三组,235,8-2-7
1242,34,17,115,14,三组,236,8-2-9
1279,35,18,115,15,三组,237,8-2-11
1280,35,19,115,16,三组,238,8-2-13
1244,34,19,115,17,三组,239,8-2-15
1243,34,18,115,18,三组,240,8-2-17
1208,33,19,115,19,三组,241,8-2-19
1172,32,19,115,20,三组,242,8-3-1
1171,32,18,115,21,三组,243,8-3-3
1207,33,18,115,22,三组,244,8-3-5
1170,32,17,115,23,三组,245,8-3-7
1169,32,16,115,24,三组,246,8-3-9
1205,33,16,115,25,三组,247,8-3-11
1206,33,17,115,26,三组,248,8-3-13
1241,34,16,115,27,三组,249,8-3-15
129,3,20,115,28,三组,250,8-3-17
130,3,21,115,29,三组,251,8-3-19
94,2,21,115,30,三组,252,8-4-1
131,3,22,115,31,三组,253,8-4-3
132,3,23,115,32,三组,254,8-4-5
96,2,23,115,33,三组,255,8-4-7
95,2,22,115,34,三组,256,8-4-9
60,1,23,115,35,三组,257,8-4-11
24,0,23,115,36,三组,258,8-4-13
23,0,22,115,37,三组,259,8-4-15
59,1,22,115,38,三组,260,8-4-17
22,0,21,115,39,三组,261,8-4-19
21,0,20,115,40,三组,277,8-5-1
57,1,20,115,41,三组,278,8-5-3
58,1,21,115,42,三组,279,8-5-5
93,2,20,115,43,三组,280,8-5-7
273,7,20,115,44,三组,281,8-5-9
274,7,21,115,45,三组,282,8-5-11
238,6,21,115,46,三组,283,8-5-13
275,7,22,115,47,三组,284,8-5-15
276,7,23,115,48,三组,285,8-5-17
240,6,23,115,49,三组,286,8-5-19
239,6,22,116,0,三组,287,8-6-1
204,5,23,116,1,三组,288,8-6-3
168,4,23,116,2,三组,289,8-6-5
167,4,22,116,3,三组,290,8-6-7
203,5,22,116,4,三组,291,8-6-9
166,4,21,116,5,三组,292,8-6-11
165,4,20,116,6,三组,293,8-6-13
201,5,20,116,7,三组,294,8-6-15
202,5,21,116,8,三组,295,8-6-17
237,6,20,116,9,三组,296,8-6-19
417,11,20,116,10,三组,297,8-7-1
418,11,21,116,11,三组,298,8-7-3
382,10,21,116,12,三组,299,8-7-5
419,11,22,116,13,三组,300,8-7-7
420,11,23,116,14,三组,301,8-7-9
384,10,23,116,15,三组,302,8-7-11
383,10,22,116,16,三组,303,8-7-13
348,9,23,116,17,三组,304,8-7-15
312,8,23,116,18,三组,305,8-7-17
311,8,22,116,19,三组,306,8-7-19
347,9,22,116,20,三组,307,8-8-1
310,8,21,116,21,三组,308,8-8-3
309,8,20,116,22,三组,309,8-8-5
345,9,20,116,23,三组,310,8-8-7
346,9,21,116,24,三组,311,8-8-9
381,10,20,116,25,三组,312,8-8-11
1188,32,35,116,26,三组,313,8-8-13
1187,32,34,116,27,三组,314,8-8-15
1223,33,34,116,28,三组,315,8-8-17
1186,32,33,116,29,三组,316,8-8-19
561,15,20,116,30,四组,1,8-9-1
562,15,21,116,31,四组,2,8-9-3
526,14,21,116,32,四组,3,8-9-5
563,15,22,116,33,四组,4,8-9-7
564,15,23,116,34,四组,5,8-9-9
528,14,23,116,35,四组,6,8-9-11
527,14,22,116,36,四组,7,8-9-13
492,13,23,116,37,四组,8,8-9-15
456,12,23,116,38,四组,9,8-9-17
455,12,22,116,39,四组,10,8-9-19
491,13,22,116,40,四组,11,8-10-1
454,12,21,116,41,四组,12,8-10-3
453,12,20,116,42,四组,13,8-10-5
489,13,20,116,43,四组,14,8-10-7
490,13,21,116,44,四组,15,8-10-9
525,14,20,116,45,四组,16,8-10-11
705,19,20,116,46,四组,17,8-10-13
706,19,21,116,47,四组,18,8-10-15
670,18,21,116,48,四组,19,8-10-17
707,19,22,116,49,四组,20,8-10-19
708,19,23,117,0,四组,21,9-1-1
672,18,23,117,1,四组,22,9-1-3
671,18,22,117,2,四组,23,9-1-5
636,17,23,117,3,四组,24,9-1-7
600,16,23,117,4,四组,25,9-1-9
599,16,22,117,5,四组,26,9-1-11
635,17,22,117,6,四组,27,9-1-13
598,16,21,117,7,四组,28,9-1-15
597,16,20,117,8,四组,29,9-1-17
633,17,20,117,9,四组,30,9-1-19
634,17,21,117,10,四组,31,9-2-1
669,18,20,117,11,四组,32,9-2-3
849,23,20,117,12,四组,33,9-2-5
850,23,21,117,13,四组,34,9-2-7
814,22,21,117,14,四组,35,9-2-9
851,23,22,117,15,四组,36,9-2-11
852,23,23,117,16,四组,37,9-2-13
816,22,23,117,17,四组,38,9-2-15
815,22,22,117,18,四组,39,9-2-17
780,21,23,117,19,四组,40,9-2-19
744,20,23,117,20,四组,41,9-3-1
743,20,22,117,21,四组,42,9-3-3
779,21,22,117,22,四组,43,9-3-5
742,20,21,117,23,四组,44,9-3-7
741,20,20,117,24,四组,45,9-3-9
777,21,20,117,25,四组,46,9-3-11
778,21,21,117,26,四组,47,9-3-13
813,22,20,117,27,四组,48,9-3-15
993,27,20,117,28,四组,49,9-3-17
994,27,21,117,29,四组,50,9-3-19
958,26,21,117,30,四组,56,9-4-1
995,27,22,117,31,四组,57,9-4-3
996,27,23,117,32,四组,58,9-4-5
960,26,23,117,33,四组,59,9-4-7
959,26,22,117,34,四组,60,9-4-9
924,25,23,117,35,四组,61,9-4-11
888,24,23,117,36,四组,62,9-4-13
887,24,22,117,37,四组,63,9-4-15
923,25,22,117,38,四组,64,9-4-17
886,24,21,117,39,四组,65,9-4-19
885,24,20,117,40,四组,66,9-5-1
921,25,20,117,41,四组,67,9-5-3
922,25,21,117,42,四组,68,9-5-5
957,26,20,117,43,四组,69,9-5-7
1137,31,20,117,44,四组,70,9-5-9
1138,31,21,117,45,四组,71,9-5-11
1102,30,21,117,46,四组,72,9-5-13
1139,31,22,117,47,四组,73,9-5-15
1140,31,23,117,48,四组,74,9-5-17
1104,30,23,117,49,四组,75,9-5-19
1103,30,22,118,0,四组,76,9-6-1
1068,29,23,118,1,四组,77,9-6-3
1032,28,23,118,2,四组,78,9-6-5
1031,28,22,118,3,四组,79,9-6-7
1067,29,22,118,4,四组,80,9-6-9
1030,28,21,118,5,四组,81,9-6-11
1029,28,20,118,6,四组,82,9-6-13
1065,29,20,118,7,四组,83,9-6-15
1066,29,21,118,8,四组,84,9-6-17
1101,30,20,118,9,四组,85,9-6-19
1281,35,20,118,10,四组,86,9-7-1
1282,35,21,118,11,四组,87,9-7-3
1246,34,21,118,12,四组,88,9-7-5
1283,35,22,118,13,四组,89,9-7-7
1284,35,23,118,14,四组,90,9-7-9
1248,34,23,118,15,四组,91,9-7-11
1247,34,22,118,16,四组,92,9-7-13
1212,33,23,118,17,四组,93,9-7-15
1176,32,23,118,18,四组,94,9-7-17
1175,32,22,118,19,四组,95,9-7-19
1211,33,22,118,20,四组,96,9-8-1
1174,32,21,118,21,四组,97,9-8-3
1173,32,20,118,22,四组,98,9-8-5
1209,33,20,118,23,四组,99,9-8-7
1210,33,21,118,24,四组,100,9-8-9
1245,34,20,118,25,四组,101,9-8-11
133,3,24,118,26,四组,102,9-8-13
134,3,25,118,27,四组,103,9-8-15
98,2,25,118,28,四组,104,9-8-17
135,3,26,118,29,四组,105,9-8-19
136,3,27,118,30,四组,111,9-9-1
100,2,27,118,31,四组,112,9-9-3
99,2,26,118,32,四组,113,9-9-5
64,1,27,118,33,四组,114,9-9-7
28,0,27,118,34,四组,115,9-9-9
27,0,26,118,35,四组,116,9-9-11
63,1,26,118,36,四组,117,9-9-13
26,0,25,118,37,四组,118,9-9-15
25,0,24,118,38,四组,119,9-9-17
61,1,24,118,39,四组,120,9-9-19
62,1,25,118,40,四组,121,9-10-1
97,2,24,118,41,四组,122,9-10-3
277,7,24,118,42,四组,123,9-10-5
278,7,25,118,43,四组,124,9-10-7
242,6,25,118,44,四组,125,9-10-9
279,7,26,118,45,四组,126,9-10-11
280,7,27,118,46,四组,127,9-10-13
244,6,27,118,47,四组,128,9-10-15
243,6,26,118,48,四组,129,9-10-17
208,5,27,118,49,四组,130,9-10-19
172,4,27,119,0,四组,131,10-1-1
171,4,26,119,1,四组,132,10-1-3
207,5,26,119,2,四组,133,10-1-5
170,4,25,119,3,四组,134,10-1-7
169,4,24,119,4,四组,135,10-1-9
205,5,24,119,5,四组,136,10-1-11
206,5,25,119,6,四组,137,10-1-13
241,6,24,119,7,四组,138,10-1-15
421,11,24,119,8,四组,139,10-1-17
422,11,25,119,9,四组,140,10-1-19
386,10,25,119,10,四组,141,10-2-1
423,11,26,119,11,四组,142,10-2-3
424,11,27,119,12,四组,143,10-2-5
388,10,27,119,13,四组,144,10-2-7
387,10,26,119,14,四组,145,10-2-9
352,9,27,119,15,四组,146,10-2-11
316,8,27,119,16,四组,147,10-2-13
315,8,26,119,17,四组,148,10-2-15
351,9,26,119,18,四组,149,10-2-17
314,8,25,119,19,四组,150,10-2-19
313,8,24,119,20,四组,166,10-3-1
349,9,24,119,21,四组,167,10-3-3
350,9,25,119,22,四组,168,10-3-5
385,10,24,119,23,四组,169,10-3-7
565,15,24,119,24,四组,170,10-3-9
566,15,25,119,25,四组,171,10-3-11
530,14,25,119,26,四组,172,10-3-13
567,15,26,119,27,四组,173,10-3-15
568,15,27,119,28,四组,174,10-3-17
532,14,27,119,29,四组,175,10-3-19
531,14,26,119,30,四组,176,10-4-1
496,13,27,119,31,四组,177,10-4-3
460,12,27,119,32,四组,178,10-4-5
459,12,26,119,33,四组,179,10-4-7
495,13,26,119,34,四组,180,10-4-9
458,12,25,119,35,四组,181,10-4-11
457,12,24,119,36,四组,182,10-4-13
493,13,24,119,37,四组,183,10-4-15
494,13,25,119,38,四组,184,10-4-17
529,14,24,119,39,四组,185,10-4-19
709,19,24,119,40,四组,186,10-5-1
710,19,25,119,41,四组,187,10-5-3
674,18,25,119,42,四组,188,10-5-5
711,19,26,119,43,四组,189,10-5-7
712,19,27,119,44,四组,190,10-5-9
676,18,27,119,45,四组,191,10-5-11
675,18,26,119,46,四组,192,10-5-13
640,17,27,119,47,四组,193,10-5-15
604,16,27,119,48,四组,194,10-5-17
603,16,26,119,49,四组,195,10-5-19
639,17,26,120,0,四组,196,10-6-1
602,16,25,120,1,四组,197,10-6-3
601,16,24,120,2,四组,198,10-6-5
637,17,24,120,3,四组,199,10-6-7
638,17,25,120,4,四组,200,10-6-9
673,18,24,120,5,四组,201,10-6-11
853,23,24,120,6,四组,202,10-6-13
854,23,25,120,7,四组,203,10-6-15
818,22,25,120,8,四组,204,10-6-17
855,23,26,120,9,四组,205,10-6-19
856,23,27,120,10,四组,222,10-7-1
820,22,27,120,11,四组,223,10-7-3
819,22,26,124,27,四组,224,10-7-5
784,21,27,120,13,四组,225,10-7-7
748,20,27,120,14,四组,226,10-7-9
747,20,26,120,15,四组,227,10-7-11
783,21,26,120,16,四组,228,10-7-13
746,20,25,120,17,四组,229,10-7-15
745,20,24,120,18,四组,230,10-7-17
781,21,24,120,19,四组,231,10-7-19
782,21,25,120,20,四组,232,10-8-1
817,22,24,120,21,四组,233,10-8-3
997,27,24,120,22,四组,234,10-8-5
998,27,25,120,23,四组,235,10-8-7
962,26,25,120,24,四组,236,10-8-9
999,27,26,120,25,四组,237,10-8-11
1000,27,27,120,26,四组,238,10-8-13
964,26,27,120,27,四组,239,10-8-15
963,26,26,120,28,四组,240,10-8-17
928,25,27,120,29,四组,241,10-8-19
892,24,27,120,30,四组,242,10-9-1
891,24,26,120,31,四组,243,10-9-3
927,25,26,120,32,四组,244,10-9-5
890,24,25,120,33,四组,245,10-9-7
889,24,24,120,34,四组,246,10-9-9
925,25,24,120,35,四组,247,10-9-11
926,25,25,120,36,四组,248,10-9-13
961,26,24,120,37,四组,249,10-9-15
1141,31,24,120,38,四组,250,10-9-17
1142,31,25,120,39,四组,251,10-9-19
1106,30,25,120,40,四组,252,10-10-1
1143,31,26,120,41,四组,253,10-10-3
1144,31,27,120,42,四组,254,10-10-5
1108,30,27,120,43,四组,255,10-10-7
1107,30,26,120,44,四组,256,10-10-9
1072,29,27,120,45,四组,257,10-10-11
1036,28,27,120,46,四组,258,10-10-13
1035,28,26,120,47,四组,259,10-10-15
1071,29,26,120,48,四组,260,10-10-17
1034,28,25,120,49,四组,261,10-10-19
1033,28,24,121,0,四组,277,11-1-1
1069,29,24,121,1,四组,278,11-1-3
1070,29,25,121,2,四组,279,11-1-5
1105,30,24,121,3,四组,280,11-1-7
1285,35,24,121,4,四组,281,11-1-9
1286,35,25,121,5,四组,282,11-1-11
1250,34,25,121,6,四组,283,11-1-13
1287,35,26,121,7,四组,284,11-1-15
1288,35,27,121,8,四组,285,11-1-17
1252,34,27,121,9,四组,286,11-1-19
1251,34,26,121,10,四组,287,11-2-1
1216,33,27,121,11,四组,288,11-2-3
1180,32,27,121,12,四组,289,11-2-5
1179,32,26,121,13,四组,290,11-2-7
1215,33,26,121,14,四组,291,11-2-9
1178,32,25,121,15,四组,292,11-2-11
1177,32,24,121,16,四组,293,11-2-13
1213,33,24,121,17,四组,294,11-2-15
1214,33,25,121,18,四组,295,11-2-17
1249,34,24,121,19,四组,296,11-2-19
137,3,28,121,20,四组,297,11-3-1
138,3,29,121,21,四组,298,11-3-3
102,2,29,121,22,四组,299,11-3-5
139,3,30,121,23,四组,300,11-3-7
140,3,31,121,24,四组,301,11-3-9
104,2,31,121,25,四组,302,11-3-11
103,2,30,121,26,四组,303,11-3-13
68,1,31,121,27,四组,304,11-3-15
32,0,31,121,28,四组,305,11-3-17
31,0,30,121,29,四组,306,11-3-19
67,1,30,121,30,四组,307,11-4-1
30,0,29,121,31,四组,308,11-4-3
29,0,28,121,32,四组,309,11-4-5
65,1,28,121,33,四组,310,11-4-7
66,1,29,121,34,四组,311,11-4-9
101,2,28,121,35,四组,312,11-4-11
1185,32,32,121,36,四组,313,11-4-13
1221,33,32,121,37,四组,314,11-4-15
1222,33,33,121,38,四组,315,11-4-17
1257,34,32,121,39,四组,316,11-4-19
281,7,28,121,40,五组,1,11-5-1
282,7,29,121,41,五组,2,11-5-3
246,6,29,121,42,五组,3,11-5-5
283,7,30,121,43,五组,4,11-5-7
284,7,31,121,44,五组,5,11-5-9
248,6,31,121,45,五组,6,11-5-11
247,6,30,121,46,五组,7,11-5-13
212,5,31,121,47,五组,8,11-5-15
176,4,31,121,48,五组,9,11-5-17
175,4,30,121,49,五组,10,11-5-19
211,5,30,122,0,五组,11,11-6-1
174,4,29,122,1,五组,12,11-6-3
173,4,28,122,2,五组,13,11-6-5
209,5,28,122,3,五组,14,11-6-7
210,5,29,122,4,五组,15,11-6-9
245,6,28,122,5,五组,16,11-6-11
425,11,28,122,6,五组,17,11-6-13
426,11,29,122,7,五组,18,11-6-15
390,10,29,122,8,五组,19,11-6-17
427,11,30,122,9,五组,20,11-6-19
428,11,31,122,10,五组,21,11-7-1
392,10,31,122,11,五组,22,11-7-3
391,10,30,122,12,五组,23,11-7-5
356,9,31,122,13,五组,24,11-7-7
320,8,31,122,14,五组,25,11-7-9
319,8,30,122,15,五组,26,11-7-11
355,9,30,122,16,五组,27,11-7-13
318,8,29,122,17,五组,28,11-7-15
317,8,28,122,18,五组,29,11-7-17
353,9,28,122,19,五组,30,11-7-19
354,9,29,122,20,五组,31,11-8-1
389,10,28,122,21,五组,32,11-8-3
569,15,28,122,22,五组,33,11-8-5
570,15,29,122,23,五组,34,11-8-7
534,14,29,122,24,五组,35,11-8-9
571,15,30,122,25,五组,36,11-8-11
572,15,31,122,26,五组,37,11-8-13
536,14,31,122,27,五组,38,11-8-15
535,14,30,122,28,五组,39,11-8-17
500,13,31,122,29,五组,40,11-8-19
464,12,31,122,30,五组,41,11-9-1
463,12,30,122,31,五组,42,11-9-3
499,13,30,122,32,五组,43,11-9-5
462,12,29,122,33,五组,44,11-9-7
461,12,28,122,34,五组,45,11-9-9
497,13,28,122,35,五组,46,11-9-11
498,13,29,122,36,五组,47,11-9-13
533,14,28,122,37,五组,48,11-9-15
713,19,28,122,38,五组,49,11-9-17
714,19,29,122,39,五组,50,11-9-19
678,18,29,122,40,五组,56,11-10-1
715,19,30,122,41,五组,57,11-10-3
716,19,31,122,42,五组,58,11-10-5
680,18,31,122,43,五组,59,11-10-7
679,18,30,122,44,五组,60,11-10-9
644,17,31,122,45,五组,61,11-10-11
608,16,31,122,46,五组,62,11-10-13
607,16,30,122,47,五组,63,11-10-15
643,17,30,122,48,五组,64,11-10-17
606,16,29,122,49,五组,65,11-10-19
605,16,28,123,0,五组,66,12-1-1
641,17,28,123,1,五组,67,12-1-3
642,17,29,123,2,五组,68,12-1-5
677,18,28,123,3,五组,69,12-1-7
857,23,28,123,4,五组,70,12-1-9
858,23,29,123,5,五组,71,12-1-11
822,22,29,123,6,五组,72,12-1-13
859,23,30,123,7,五组,73,12-1-15
860,23,31,123,8,五组,74,12-1-17
824,22,31,123,9,五组,75,12-1-19
823,22,30,123,10,五组,76,12-2-1
788,21,31,123,11,五组,77,12-2-3
752,20,31,123,12,五组,78,12-2-5
751,20,30,123,13,五组,79,12-2-7
787,21,30,123,14,五组,80,12-2-9
750,20,29,123,15,五组,81,12-2-11
749,20,28,123,16,五组,82,12-2-13
785,21,28,123,17,五组,83,12-2-15
786,21,29,123,18,五组,84,12-2-17
821,22,28,123,19,五组,85,12-2-19
1001,27,28,123,20,五组,86,12-3-1
1002,27,29,123,21,五组,87,12-3-3
966,26,29,123,22,五组,88,12-3-5
1003,27,30,123,23,五组,89,12-3-7
1004,27,31,123,24,五组,90,12-3-9
968,26,31,123,25,五组,91,12-3-11
967,26,30,123,26,五组,92,12-3-13
932,25,31,123,27,五组,93,12-3-15
896,24,31,123,28,五组,94,12-3-17
895,24,30,123,29,五组,95,12-3-19
931,25,30,123,30,五组,96,12-4-1
894,24,29,123,31,五组,97,12-4-3
893,24,28,123,32,五组,98,12-4-5
929,25,28,123,33,五组,99,12-4-7
930,25,29,123,34,五组,100,12-4-9
965,26,28,123,35,五组,101,12-4-11
1145,31,28,123,36,五组,102,12-4-13
1146,31,29,123,37,五组,103,12-4-15
1110,30,29,123,38,五组,104,12-4-17
1147,31,30,123,39,五组,105,12-4-19
1148,31,31,123,40,五组,111,12-5-1
1112,30,31,123,41,五组,112,12-5-3
1111,30,30,123,42,五组,113,12-5-5
1076,29,31,123,43,五组,114,12-5-7
1040,28,31,123,44,五组,115,12-5-9
1039,28,30,123,45,五组,116,12-5-11
1075,29,30,123,46,五组,117,12-5-13
1038,28,29,123,47,五组,118,12-5-15
1037,28,28,123,48,五组,119,12-5-17
1073,29,28,123,49,五组,120,12-5-19
1074,29,29,124,0,五组,121,12-6-1
1109,30,28,124,1,五组,122,12-6-3
1289,35,28,124,2,五组,123,12-6-5
1290,35,29,124,3,五组,124,12-6-7
1254,34,29,124,4,五组,125,12-6-9
1291,35,30,124,5,五组,126,12-6-11
1292,35,31,124,6,五组,127,12-6-13
1256,34,31,124,7,五组,128,12-6-15
1255,34,30,124,8,五组,129,12-6-17
1220,33,31,124,9,五组,130,12-6-19
1184,32,31,124,10,五组,131,12-7-1
1183,32,30,124,11,五组,132,12-7-3
1219,33,30,124,12,五组,133,12-7-5
1182,32,29,124,13,五组,134,12-7-7
1181,32,28,124,14,五组,135,12-7-9
1217,33,28,124,15,五组,136,12-7-11
1218,33,29,124,16,五组,137,12-7-13
1253,34,28,124,17,五组,138,12-7-15
141,3,32,124,18,五组,139,12-7-17
142,3,33,124,19,五组,140,12-7-19
106,2,33,124,20,五组,141,12-8-1
143,3,34,124,21,五组,142,12-8-3
144,3,35,124,22,五组,143,12-8-5
108,2,35,124,23,五组,144,12-8-7
107,2,34,124,24,五组,145,12-8-9
72,1,35,124,25,五组,146,12-8-11
36,0,35,105,4,五组,147,12-8-13
35,0,34,120,12,五组,148,12-8-15
71,1,34,124,28,五组,149,12-8-17
34,0,33,124,29,五组,150,12-8-19
33,0,32,124,30,五组,166,12-9-1
69,1,32,124,31,五组,167,12-9-3
70,1,33,124,32,五组,168,12-9-5
105,2,32,124,33,五组,169,12-9-7
285,7,32,124,34,五组,170,12-9-9
286,7,33,124,35,五组,171,12-9-11
250,6,33,124,36,五组,172,12-9-13
287,7,34,124,37,五组,173,12-9-15
288,7,35,124,38,五组,174,12-9-17
252,6,35,124,39,五组,175,12-9-19
251,6,34,124,40,五组,176,12-10-1
216,5,35,124,41,五组,177,12-10-3
180,4,35,124,42,五组,178,12-10-5
179,4,34,124,43,五组,179,12-10-7
215,5,34,124,44,五组,180,12-10-9
178,4,33,124,45,五组,181,12-10-11
177,4,32,124,46,五组,182,12-10-13
213,5,32,124,47,五组,183,12-10-15
214,5,33,124,48,五组,184,12-10-17
249,6,32,124,49,五组,185,12-10-19
429,11,32,125,0,五组,186,13-1-1
430,11,33,125,1,五组,187,13-1-3
394,10,33,125,2,五组,188,13-1-5
431,11,34,125,3,五组,189,13-1-7
432,11,35,125,4,五组,190,13-1-9
396,10,35,125,5,五组,191,13-1-11
395,10,34,125,6,五组,192,13-1-13
360,9,35,125,7,五组,193,13-1-15
324,8,35,125,8,五组,194,13-1-17
323,8,34,125,9,五组,195,13-1-19
359,9,34,125,10,五组,196,13-2-1
322,8,33,125,11,五组,197,13-2-3
321,8,32,125,12,五组,198,13-2-5
357,9,32,125,13,五组,199,13-2-7
358,9,33,125,14,五组,200,13-2-9
393,10,32,125,15,五组,201,13-2-11
573,15,32,125,16,五组,202,13-2-13
574,15,33,125,17,五组,203,13-2-15
538,14,33,125,18,五组,204,13-2-17
575,15,34,125,19,五组,205,13-2-19
576,15,35,125,20,五组,222,13-3-1
540,14,35,125,21,五组,223,13-3-3
539,14,34,125,22,五组,224,13-3-5
504,13,35,125,23,五组,225,13-3-7
468,12,35,125,24,五组,226,13-3-9
467,12,34,125,25,五组,227,13-3-11
503,13,34,125,26,五组,228,13-3-13
466,12,33,125,27,五组,229,13-3-15
465,12,32,125,28,五组,230,13-3-17
501,13,32,125,29,五组,231,13-3-19
502,13,33,125,30,五组,232,13-4-1
537,14,32,125,31,五组,233,13-4-3
717,19,32,125,32,五组,234,13-4-5
718,19,33,125,33,五组,235,13-4-7
682,18,33,125,34,五组,236,13-4-9
719,19,34,125,35,五组,237,13-4-11
720,19,35,125,36,五组,238,13-4-13
684,18,35,125,37,五组,239,13-4-15
683,18,34,125,38,五组,240,13-4-17
648,17,35,125,39,五组,241,13-4-19
612,16,35,125,40,五组,242,13-5-1
611,16,34,125,41,五组,243,13-5-3
647,17,34,125,42,五组,244,13-5-5
610,16,33,125,43,五组,245,13-5-7
609,16,32,125,44,五组,246,13-5-9
645,17,32,125,45,五组,247,13-5-11
646,17,33,125,46,五组,248,13-5-13
681,18,32,125,47,五组,249,13-5-15
861,23,32,125,48,五组,250,13-5-17
862,23,33,125,49,五组,251,13-5-19
826,22,33,126,0,五组,252,13-6-1
863,23,34,126,1,五组,253,13-6-3
864,23,35,126,2,五组,254,13-6-5
828,22,35,126,3,五组,255,13-6-7
827,22,34,126,4,五组,256,13-6-9
792,21,35,126,5,五组,257,13-6-11
756,20,35,126,6,五组,258,13-6-13
755,20,34,126,7,五组,259,13-6-15
791,21,34,126,8,五组,260,13-6-17
754,20,33,126,9,五组,261,13-6-19
753,20,32,126,10,五组,277,13-7-1
789,21,32,126,11,五组,278,13-7-3
790,21,33,126,12,五组,279,13-7-5
825,22,32,126,13,五组,280,13-7-7
1005,27,32,126,14,五组,281,13-7-9
1006,27,33,126,15,五组,282,13-7-11
970,26,33,126,16,五组,283,13-7-13
1007,27,34,126,17,五组,284,13-7-15
1008,27,35,126,18,五组,285,13-7-17
972,26,35,126,19,五组,286,13-7-19
971,26,34,126,20,五组,287,13-8-1
936,25,35,126,21,五组,288,13-8-3
900,24,35,126,22,五组,289,13-8-5
899,24,34,126,23,五组,290,13-8-7
935,25,34,126,24,五组,291,13-8-9
898,24,33,126,25,五组,292,13-8-11
897,24,32,126,26,五组,293,13-8-13
933,25,32,126,27,五组,294,13-8-15
934,25,33,126,28,五组,295,13-8-17
969,26,32,126,29,五组,296,13-8-19
1149,31,32,126,30,五组,297,13-9-1
1150,31,33,126,31,五组,298,13-9-3
1114,30,33,126,32,五组,299,13-9-5
1151,31,34,126,33,五组,300,13-9-7
1152,31,35,126,34,五组,301,13-9-9
1116,30,35,126,35,五组,302,13-9-11
1115,30,34,126,36,五组,303,13-9-13
1080,29,35,126,37,五组,304,13-9-15
1044,28,35,126,38,五组,305,13-9-17
1043,28,34,126,39,五组,306,13-9-19
1079,29,34,126,40,五组,307,13-10-1
1042,28,33,126,41,五组,308,13-10-3
1041,28,32,126,42,五组,309,13-10-5
1077,29,32,126,43,五组,310,13-10-7
1078,29,33,126,44,五组,311,13-10-9
1113,30,32,103,28,五组,312,13-10-11
